Sales ID,Order ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit
125997-10003072-1,CA-2011-125997,20/09/2011,23/09/2011,First Class,1349.91,9,0,661.46
103128-10003394-1,CA-2013-103128,12/11/2013,16/11/2013,Standard Class,14.112,6,0.2,1.23
167696-10001539-3,CA-2012-167696,16/09/2012,21/09/2012,Standard Class,31.12,4,0,14.63
159814-10001731-4,CA-2011-159814,24/06/2011,28/06/2011,Standard Class,4.272,2,0.2,0.96
105459-10001095-2,CA-2013-105459,13/08/2013,18/08/2013,Second Class,209.148,2,0.4,-66.23
105459-10000078-1,CA-2013-105459,13/08/2013,18/08/2013,Second Class,1591.02,6,0,286.38
141663-10004076-7,CA-2014-141663,14/04/2014,18/04/2014,Standard Class,7.92,5,0.2,1.68
152618-10003626-5,CA-2011-152618,14/03/2011,17/03/2011,First Class,574.91,2,0.3,156.05
152618-10001215-8,CA-2011-152618,14/03/2011,17/03/2011,First Class,8.448,2,0.2,2.64
162789-10002842-1,CA-2014-162789,23/09/2014,25/09/2014,Second Class,1071,9,0,171.36
162789-10004864-1,CA-2014-162789,23/09/2014,25/09/2014,Second Class,12.07,1,0,3.98
110149-10000014-3,US-2014-110149,11/12/2014,14/12/2014,First Class,3.273,1,0.7,-2.51
110149-10001475-8,US-2014-110149,11/12/2014,14/12/2014,First Class,87.92,5,0.2,15.39
108959-10001272-1,CA-2013-108959,11/03/2013,15/03/2013,Second Class,104.696,1,0.2,6.54
164777-10002024-2,CA-2012-164777,27/01/2012,29/01/2012,First Class,2803.92,5,0.2,0.00
132017-10004001-6,CA-2013-132017,27/09/2013,28/09/2013,First Class,6.816,2,0.8,-11.59
127824-10004094-2,CA-2012-127824,18/10/2012,22/10/2012,Standard Class,249.584,2,0.2,15.60
127824-10001184-1,CA-2012-127824,18/10/2012,22/10/2012,Standard Class,17.94,3,0,8.79
127824-10002505-1,CA-2012-127824,18/10/2012,22/10/2012,Standard Class,10.11,3,0,3.24
148285-10001166-1,CA-2011-148285,27/10/2011,01/11/2011,Standard Class,10.368,2,0.2,3.63
148285-10000349-1,CA-2011-148285,27/10/2011,01/11/2011,Standard Class,11.952,3,0.2,4.03
152926-10004708-1,CA-2014-152926,03/10/2014,05/10/2014,Second Class,15.224,2,0.8,-38.82
152926-10001947-2,CA-2014-152926,03/10/2014,05/10/2014,Second Class,21.984,6,0.8,-56.06
145254-10000441-6,CA-2011-145254,23/07/2011,27/07/2011,Standard Class,604.752,6,0.2,60.48
145254-10004664-4,CA-2011-145254,23/07/2011,27/07/2011,Standard Class,40.7,5,0,11.80
145254-10004531-3,CA-2011-145254,23/07/2011,27/07/2011,Standard Class,302.376,3,0.2,37.80
145254-10002167-4,CA-2011-145254,23/07/2011,27/07/2011,Standard Class,45,3,0,4.95
116246-10002024-3,CA-2011-116246,12/09/2011,17/09/2011,Second Class,3785.292,6,0.1,420.59
160479-10002445-3,CA-2013-160479,16/09/2013,21/09/2013,Standard Class,35.4,5,0,13.45
167486-10003268-1,CA-2011-167486,27/11/2011,01/12/2011,Standard Class,199.9,5,0,39.98
152100-10000015-1,CA-2011-152100,11/05/2011,16/05/2011,Standard Class,1212.96,8,0.3,-69.31
166219-10004165-1,CA-2012-166219,28/08/2012,01/09/2012,Standard Class,1099.96,5,0.2,82.50
166219-10004607-1,CA-2012-166219,28/08/2012,01/09/2012,Standard Class,103.481,1,0.3,-16.26
111864-10004677-5,CA-2012-111864,19/06/2012,19/06/2012,Same Day,5.904,2,0.2,1.99
119627-10002217-3,CA-2012-119627,17/08/2012,23/08/2012,Standard Class,30.08,2,0.2,-5.26
119627-10001937-3,CA-2012-119627,17/08/2012,23/08/2012,Standard Class,36.288,7,0.2,12.70
119627-10000203-1,CA-2012-119627,17/08/2012,23/08/2012,Standard Class,10.272,3,0.2,1.16
119627-10001142-2,CA-2012-119627,17/08/2012,23/08/2012,Standard Class,252.8,4,0.2,-31.60
160787-10003712-2,CA-2012-160787,25/09/2012,25/09/2012,Same Day,2.946,2,0.7,-2.06
107853-10000520-1,CA-2014-107853,27/05/2014,01/06/2014,Standard Class,12.96,2,0,6.22
126144-10001079-2,CA-2014-126144,01/08/2014,06/08/2014,Standard Class,285.576,4,0.4,-57.12
154655-10000898-2,US-2011-154655,12/10/2011,17/10/2011,Standard Class,22.24,2,0.2,2.50
100391-10001471-1,CA-2011-100391,25/05/2011,29/05/2011,Standard Class,14.62,2,0,6.73
165477-10003281-4,CA-2011-165477,29/12/2011,31/12/2011,Second Class,48.36,5,0.2,6.05
165904-10003156-1,CA-2014-165904,08/04/2014,12/04/2014,Standard Class,16.256,2,0.2,1.22
165904-10000576-2,CA-2014-165904,08/04/2014,12/04/2014,Standard Class,219.184,2,0.2,19.18
104052-10003215-9,CA-2012-104052,01/03/2012,02/03/2012,First Class,95.84,4,0.2,34.74
168277-10004484-1,CA-2012-168277,29/05/2012,03/06/2012,Standard Class,12.39,3,0,5.70
158617-10002245-3,CA-2013-158617,23/09/2013,29/09/2013,Standard Class,35.88,6,0,16.15
136882-10003664-4,CA-2014-136882,28/05/2014,04/06/2014,Standard Class,477.3,5,0,138.42
148957-10002195-1,US-2013-148957,18/09/2013,24/09/2013,Standard Class,12.32,4,0,5.91
140032-10000822-8,CA-2011-140032,08/09/2011,13/09/2011,Standard Class,8.608,2,0.2,3.01
145506-10004963-1,CA-2014-145506,04/06/2014,08/06/2014,Standard Class,136.26,9,0,5.45
129546-10002495-1,CA-2012-129546,28/09/2012,05/10/2012,Standard Class,186.15,3,0,55.85
129546-10004001-8,CA-2012-129546,28/09/2012,05/10/2012,Standard Class,81.792,6,0.2,26.58
129546-10004884-4,CA-2012-129546,28/09/2012,05/10/2012,Standard Class,47.19,3,0,13.69
129546-10003555-3,CA-2012-129546,28/09/2012,05/10/2012,Standard Class,36.784,2,0.2,-8.28
140977-10003493-9,CA-2013-140977,17/06/2013,20/06/2013,Second Class,91.475,1,0.5,-1.83
151855-10002380-2,CA-2014-151855,28/05/2014,04/06/2014,Standard Class,27.192,3,0.2,0.34
151855-10004209-1,CA-2014-151855,28/05/2014,04/06/2014,Standard Class,12.06,5,0.7,-10.05
138240-10002135-1,CA-2011-138240,09/10/2011,14/10/2011,Standard Class,144.6,3,0,41.93
138240-10002583-1,CA-2011-138240,09/10/2011,14/10/2011,Standard Class,15.992,1,0.2,-3.00
101833-10003591-3,CA-2011-101833,17/11/2011,22/11/2011,Second Class,34.44,3,0,17.22
100867-10004922-3,CA-2011-100867,19/10/2011,24/10/2011,Standard Class,321.552,6,0.2,20.10
109610-10001854-7,US-2014-109610,26/11/2014,01/12/2014,Second Class,701.96,2,0,168.47
156545-10003560-1,CA-2011-156545,28/02/2011,03/03/2011,First Class,19.456,4,0.2,3.40
109127-10004409-1,CA-2011-109127,21/12/2011,25/12/2011,Standard Class,17.28,6,0,7.95
126858-10000448-3,CA-2013-126858,20/11/2013,24/11/2013,Standard Class,31.96,2,0,1.60
102925-10002735-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,164.688,6,0.2,55.58
102925-10003469-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,166.5,2,0.4,-66.60
102925-10001870-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,12.96,2,0,6.22
102925-10004071-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,110.96,2,0,53.26
102925-10001448-9,CA-2014-102925,06/11/2014,11/11/2014,Second Class,99.98,2,0,4.00
102925-10002706-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,11.424,1,0.2,3.71
102925-10004875-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,128.124,2,0.1,24.20
102925-10004245-1,CA-2014-102925,06/11/2014,11/11/2014,Second Class,101.4,5,0,38.53
100818-10000443-5,CA-2012-100818,31/05/2012,05/06/2012,Second Class,5.904,2,0.2,1.99
100818-10001125-1,CA-2012-100818,31/05/2012,05/06/2012,Second Class,173.488,7,0.2,54.22
100818-10002703-5,CA-2012-100818,31/05/2012,05/06/2012,Second Class,51.56,2,0.6,-61.87
100818-10004364-3,CA-2012-100818,31/05/2012,05/06/2012,Second Class,3.564,3,0.8,-6.24
126193-10000936-1,CA-2011-126193,07/09/2011,14/09/2011,Standard Class,13.16,5,0.2,4.11
126193-10001249-3,CA-2011-126193,07/09/2011,14/09/2011,Standard Class,3.828,3,0.8,-6.51
126193-10004632-3,CA-2011-126193,07/09/2011,14/09/2011,Standard Class,304.99,5,0.8,-533.73
150504-10000615-1,CA-2014-150504,07/11/2014,13/11/2014,Standard Class,18.16,2,0.2,1.82
158351-10001838-3,CA-2012-158351,20/06/2012,24/06/2012,Second Class,319.984,2,0.2,92.00
122679-10004757-1,CA-2011-122679,22/07/2011,28/07/2011,Standard Class,19.68,6,0,6.49
164770-10003893-7,CA-2013-164770,03/12/2013,05/12/2013,Second Class,781.864,10,0.32,-137.98
164770-10003893-3,CA-2013-164770,03/12/2013,05/12/2013,Second Class,30.816,9,0.2,9.63
130505-10001932-6,CA-2014-130505,13/10/2014,13/10/2014,Same Day,673.344,3,0.3,-76.95
125213-10001561-6,US-2014-125213,12/12/2014,14/12/2014,First Class,6.54,3,0,2.16
156566-10001817-5,CA-2012-156566,01/10/2012,04/10/2012,First Class,572.8,2,0.2,50.12
102232-10000538-1,US-2013-102232,06/08/2013,12/08/2013,Standard Class,197.05,7,0,59.12
111738-10004584-2,CA-2014-111738,04/01/2014,08/01/2014,Standard Class,2022.272,8,0.2,682.52
111738-10000817-9,CA-2014-111738,04/01/2014,08/01/2014,Standard Class,9.12,3,0,3.10
163188-10000756-3,CA-2014-163188,08/11/2014,08/11/2014,Same Day,38.16,9,0,19.08
105207-10000617-1,CA-2013-105207,03/01/2013,08/01/2013,Standard Class,1592.85,7,0,350.43
105207-10004364-1,CA-2013-105207,03/01/2013,08/01/2013,Standard Class,11.88,2,0,5.35
123610-10004518-1,US-2013-123610,13/05/2013,17/05/2013,Standard Class,120,6,0,46.80
123610-10002222-8,US-2013-123610,13/05/2013,17/05/2013,Standard Class,8.67,1,0,2.34
118213-10002615-4,CA-2014-118213,06/11/2014,08/11/2014,First Class,4.41,1,0,2.03
118213-10000565-1,CA-2014-118213,06/11/2014,08/11/2014,First Class,167.94,3,0,82.29
118213-10003673-6,CA-2014-118213,06/11/2014,08/11/2014,First Class,67.8,10,0,31.19
149237-10002088-2,CA-2013-149237,27/05/2013,31/05/2013,Standard Class,26.94,3,0,11.31
158589-10001546-3,US-2012-158589,20/11/2012,24/11/2012,Standard Class,32.04,3,0,8.01
101329-10000614-3,CA-2013-101329,23/04/2013,30/04/2013,Standard Class,32.13,9,0,8.35
101329-10003190-2,CA-2013-101329,23/04/2013,30/04/2013,Standard Class,2.88,1,0,0.81
113607-10004094-1,CA-2013-113607,15/10/2013,19/10/2013,Standard Class,1091.93,7,0,272.98
113607-10001970-1,CA-2013-113607,15/10/2013,19/10/2013,Standard Class,111.96,2,0,54.86
149104-10002952-2,CA-2011-149104,05/04/2011,07/04/2011,Second Class,26.7,2,0,7.48
149104-10004209-4,CA-2011-149104,05/04/2011,07/04/2011,Second Class,40.2,5,0,18.09
149104-10004685-1,CA-2011-149104,05/04/2011,07/04/2011,Second Class,13.89,3,0,4.58
149104-10000991-6,CA-2011-149104,05/04/2011,07/04/2011,Second Class,689.82,6,0,20.69
105263-10002399-3,CA-2013-105263,07/08/2013,12/08/2013,Standard Class,38.34,9,0,15.72
130575-10002353-9,CA-2011-130575,14/12/2011,16/12/2011,First Class,9.264,3,0.8,-13.90
142461-10001811-2,CA-2014-142461,31/05/2014,04/06/2014,Second Class,204.6664,1,0.32,-6.02
125220-10003033-1,CA-2013-125220,15/10/2013,20/10/2013,Standard Class,1649.75,5,0,544.42
100293-10000176-9,CA-2011-100293,14/03/2011,18/03/2011,Standard Class,91.056,6,0.2,31.87
154165-10003631-5,CA-2011-154165,18/02/2011,25/02/2011,Standard Class,54.208,14,0.2,8.81
123939-10000923-2,CA-2012-123939,24/08/2012,26/08/2012,Second Class,26.982,3,0.4,4.05
123939-10003190-6,CA-2012-123939,24/08/2012,26/08/2012,Second Class,6.912,3,0.2,2.51
123939-10003208-4,CA-2012-123939,24/08/2012,26/08/2012,Second Class,435.504,3,0.2,48.99
104451-10000692-8,US-2014-104451,09/05/2014,13/05/2014,Second Class,81.08,4,0,22.70
101189-10004180-9,CA-2013-101189,04/02/2013,09/02/2013,Standard Class,93.02,2,0,3.72
169446-10002817-3,CA-2011-169446,19/12/2011,25/12/2011,Standard Class,323.976,3,0.2,36.45
169446-10000295-1,CA-2011-169446,19/12/2011,25/12/2011,Standard Class,15.552,3,0.2,5.44
169446-10000419-3,CA-2011-169446,19/12/2011,25/12/2011,Standard Class,32.592,3,0.2,-7.74
156958-10001524-8,CA-2014-156958,06/12/2014,07/12/2014,First Class,83.92,5,0.2,29.37
156958-10003268-1,CA-2014-156958,06/12/2014,07/12/2014,First Class,199.9,5,0,39.98
156958-10000148-3,CA-2014-156958,06/12/2014,07/12/2014,First Class,31.176,3,0.2,-7.01
156958-10001543-1,CA-2014-156958,06/12/2014,07/12/2014,First Class,172.752,6,0.2,60.46
156958-10002071-9,CA-2014-156958,06/12/2014,07/12/2014,First Class,9.296,2,0.2,3.02
101637-10002352-1,CA-2014-101637,25/03/2014,26/03/2014,Same Day,12.768,2,0.2,0.96
111759-10003127-5,CA-2014-111759,09/07/2014,13/07/2014,Standard Class,52.76,2,0,24.27
102729-10000464-5,CA-2014-102729,27/10/2014,01/11/2014,Standard Class,55.616,2,0.2,5.56
116596-10000553-4,CA-2013-116596,28/10/2013,01/11/2013,Standard Class,427.644,14,0.1,80.78
116596-10000134-4,CA-2013-116596,28/10/2013,01/11/2013,Standard Class,40.67,7,0,12.61
116596-10000636-3,CA-2013-116596,28/10/2013,01/11/2013,Standard Class,33.48,2,0,1.34
116596-10002949-9,CA-2013-116596,28/10/2013,01/11/2013,Standard Class,9.728,2,0.2,3.28
124191-10002364-8,CA-2014-124191,13/06/2014,15/06/2014,Second Class,8.856,3,0.6,-6.86
148747-10002613-4,CA-2013-148747,26/09/2013,28/09/2013,First Class,477.666,2,0.15,84.29
169488-10002659-1,US-2014-169488,08/09/2014,10/09/2014,First Class,16.9,5,0,7.77
169488-10000157-3,US-2014-169488,08/09/2014,10/09/2014,First Class,39.96,2,0,18.78
135727-10004540-1,CA-2012-135727,11/05/2012,16/05/2012,Second Class,191.968,7,0.2,16.80
135251-10004544-3,CA-2012-135251,06/08/2012,10/08/2012,Standard Class,35.52,3,0.2,13.32
135251-10001097-6,CA-2012-135251,06/08/2012,10/08/2012,Standard Class,6.23,5,0.8,-9.66
135251-10003302-5,CA-2012-135251,06/08/2012,10/08/2012,Standard Class,56.704,2,0.2,19.14
135251-10003965-3,CA-2012-135251,06/08/2012,10/08/2012,Standard Class,369.1992,3,0.32,-114.02
166590-10003433-1,CA-2011-166590,29/10/2011,02/11/2011,Standard Class,1.98,2,0,0.89
166590-10000482-7,CA-2011-166590,29/10/2011,02/11/2011,Standard Class,75.88,2,0,35.66
131744-10004610-6,CA-2013-131744,19/06/2013,21/06/2013,Second Class,6.848,2,0.2,2.14
131744-10003910-4,CA-2013-131744,19/06/2013,21/06/2013,Second Class,4.626,2,0.7,-3.86
131744-10001394-4,CA-2013-131744,19/06/2013,21/06/2013,Second Class,453.6,3,0.2,90.72
160864-10004654-1,CA-2012-160864,03/05/2012,06/05/2012,First Class,13.848,3,0.2,5.19
147690-10001526-5,CA-2012-147690,10/11/2012,14/11/2012,Standard Class,577.584,6,0.2,43.32
163923-10000358-1,CA-2012-163923,30/05/2012,03/06/2012,Standard Class,151.96,4,0,36.47
125724-10000246-6,CA-2013-125724,23/09/2013,28/09/2013,Standard Class,68.432,7,0.2,8.55
111612-10003799-7,CA-2012-111612,28/11/2012,02/12/2012,Standard Class,71.12,5,0.2,9.78
111612-10003021-3,CA-2012-111612,28/11/2012,02/12/2012,Standard Class,3.008,2,0.2,0.56
156853-10003656-1,CA-2012-156853,03/12/2012,05/12/2012,Second Class,184.66,7,0,84.94
103086-10004586-5,CA-2011-103086,17/10/2011,19/10/2011,Second Class,5.312,2,0.6,-1.59
129280-10003832-1,CA-2013-129280,04/05/2013,06/05/2013,First Class,132.52,5,0.2,34.79
129280-10002554-1,CA-2013-129280,04/05/2013,06/05/2013,First Class,195.64,5,0.2,-44.02
129280-10001876-5,CA-2013-129280,04/05/2013,06/05/2013,First Class,51.968,2,0.2,10.39
129280-10002637-4,CA-2013-129280,04/05/2013,06/05/2013,First Class,431.976,3,0.2,-75.60
129280-10003589-2,CA-2013-129280,04/05/2013,06/05/2013,First Class,224.937,3,0.7,-164.95
129280-10000081-6,CA-2013-129280,04/05/2013,06/05/2013,First Class,6,2,0.2,2.10
161242-10001838-1,CA-2012-161242,01/06/2012,08/06/2012,Standard Class,11.76,2,0,5.76
130428-10002965-1,CA-2011-130428,31/03/2011,31/03/2011,Same Day,1125.488,7,0.2,98.48
130428-10001636-1,CA-2011-130428,31/03/2011,31/03/2011,Same Day,12.645,5,0.7,-10.12
130428-10004027-4,CA-2011-130428,31/03/2011,31/03/2011,Same Day,4.032,2,0.2,1.06
104388-10002293-7,CA-2014-104388,06/07/2014,08/07/2014,First Class,79.96,4,0,22.39
113131-10003196-6,CA-2012-113131,24/09/2012,24/09/2012,Same Day,6.732,6,0.7,-4.49
113131-10001172-3,CA-2012-113131,24/09/2012,24/09/2012,Same Day,33.568,2,0.2,1.68
113131-10003068-1,CA-2012-113131,24/09/2012,24/09/2012,Same Day,15.84,2,0.2,5.54
113131-10003510-2,CA-2012-113131,24/09/2012,24/09/2012,Same Day,24.424,1,0.2,7.94
113131-10003504-1,CA-2012-113131,24/09/2012,24/09/2012,Same Day,17.12,5,0.2,1.93
148495-10001889-3,CA-2012-148495,13/08/2012,13/08/2012,Same Day,31.56,3,0,10.41
143147-10000863-1,CA-2012-143147,26/05/2012,28/05/2012,Second Class,105.686,1,0.3,-28.69
143147-10004679-3,CA-2012-143147,26/05/2012,28/05/2012,Second Class,399.54,2,0.4,-79.91
143147-10004754-1,CA-2012-143147,26/05/2012,28/05/2012,Second Class,104.93,5,0.3,-4.50
152975-10004586-1,CA-2014-152975,15/09/2014,17/09/2014,First Class,1079.85,3,0,323.96
152975-10001370-7,CA-2014-152975,15/09/2014,17/09/2014,First Class,70.98,1,0,3.55
152975-10001988-2,CA-2014-152975,15/09/2014,17/09/2014,First Class,29.95,5,0,8.69
152975-10003298-5,CA-2014-152975,15/09/2014,17/09/2014,First Class,589.41,5,0.1,-6.55
107475-10002988-9,CA-2013-107475,08/06/2013,12/06/2013,Standard Class,9.648,6,0.2,3.50
116127-10002213-4,CA-2014-116127,26/06/2014,28/06/2014,Second Class,400.784,1,0.2,-5.01
132584-10000344-5,CA-2014-132584,27/08/2014,28/08/2014,First Class,53.72,4,0,13.97
160598-10002319-3,CA-2013-160598,27/08/2013,29/08/2013,First Class,31.008,1,0.2,11.24
108630-10002437-6,CA-2013-108630,19/11/2013,19/11/2013,Same Day,61.12,5,0.2,22.16
129203-10001418-1,US-2014-129203,18/04/2014,23/04/2014,Standard Class,195.136,4,0.2,-43.91
110940-10000380-1,CA-2014-110940,24/07/2014,29/07/2014,Standard Class,121.536,4,0.2,15.19
119172-10003036-1,CA-2011-119172,11/05/2011,15/05/2011,Standard Class,17.472,3,0.2,5.68
119172-10002026-1,CA-2011-119172,11/05/2011,15/05/2011,Standard Class,104.58,9,0.8,-172.56
105452-10003691-2,US-2013-105452,29/07/2013,02/08/2013,Standard Class,24.7,5,0.6,-9.88
105452-10003806-3,US-2013-105452,29/07/2013,02/08/2013,Standard Class,302.72,5,0.6,-378.40
108931-10002741-8,CA-2014-108931,15/09/2014,20/09/2014,Standard Class,8.56,2,0,3.85
108931-10003845-1,CA-2014-108931,15/09/2014,20/09/2014,Standard Class,11.56,2,0,5.66
104619-10001492-2,CA-2014-104619,25/01/2014,30/01/2014,Standard Class,25.86,3,0,6.72
104619-10004318-2,CA-2014-104619,25/01/2014,30/01/2014,Standard Class,276.784,2,0.2,89.95
104619-10000193-1,CA-2014-104619,25/01/2014,30/01/2014,Standard Class,110.352,3,0.2,8.28
149517-10003464-6,CA-2012-149517,19/09/2012,23/09/2012,Standard Class,60.84,3,0,19.47
116841-10002403-3,CA-2012-116841,14/04/2012,18/04/2012,Standard Class,35.208,1,0.2,2.64
107797-10003848-4,CA-2014-107797,09/05/2014,12/05/2014,Second Class,41.472,8,0.2,14.52
117604-10001357-2,CA-2013-117604,05/09/2013,10/09/2013,Standard Class,239.5,5,0,114.96
130155-10004737-3,CA-2011-130155,19/05/2011,22/05/2011,First Class,34.2,5,0,9.23
129861-10003715-3,CA-2013-129861,18/06/2013,24/06/2013,Standard Class,376.866,3,0.4,-213.56
138625-10003099-1,CA-2012-138625,02/11/2012,05/11/2012,First Class,197.72,4,0,55.36
122672-10002323-7,US-2014-122672,05/11/2014,10/11/2014,Standard Class,70.72,4,0.2,-6.19
122672-10002344-1,US-2014-122672,05/11/2014,10/11/2014,Standard Class,194.352,3,0.2,-43.73
117128-10000007-2,CA-2014-117128,06/12/2014,09/12/2014,Second Class,21.6,6,0,9.94
117128-10000248-1,CA-2014-117128,06/12/2014,09/12/2014,Second Class,11.07,3,0,5.20
130638-10002116-2,CA-2013-130638,17/05/2013,20/05/2013,Second Class,282.84,4,0,19.80
130638-10002195-2,CA-2013-130638,17/05/2013,20/05/2013,Second Class,27.72,9,0,13.31
144365-10000735-1,CA-2014-144365,25/10/2014,31/10/2014,Standard Class,11.68,4,0,5.26
110086-10001299-2,CA-2013-110086,19/09/2013,23/09/2013,Standard Class,239.984,2,0.2,24.00
128524-10002892-2,CA-2011-128524,11/11/2011,13/11/2011,First Class,22.98,1,0,6.89
128524-10002718-1,CA-2011-128524,11/11/2011,13/11/2011,First Class,102.13,7,0,15.32
128524-10003527-2,CA-2011-128524,11/11/2011,13/11/2011,First Class,2033.584,2,0.2,762.59
140256-10002255-5,CA-2013-140256,23/08/2013,30/08/2013,Standard Class,5.76,2,0,1.67
160633-10002095-8,CA-2014-160633,17/11/2014,22/11/2014,Standard Class,899.982,3,0.4,75.00
160633-10004022-8,CA-2014-160633,17/11/2014,22/11/2014,Standard Class,86.352,3,0.2,5.40
160633-10002335-1,CA-2014-160633,17/11/2014,22/11/2014,Standard Class,139.96,5,0.2,-1.75
115133-10001634-1,CA-2011-115133,26/09/2011,30/09/2011,Standard Class,16.704,6,0.2,1.25
115133-10002370-3,CA-2011-115133,26/09/2011,30/09/2011,Standard Class,3.152,2,0.2,0.47
115133-10000174-3,CA-2011-115133,26/09/2011,30/09/2011,Standard Class,32.896,4,0.2,11.10
137449-10000240-2,CA-2014-137449,30/06/2014,01/07/2014,First Class,21.392,2,0.8,-54.55
137449-10002855-3,CA-2014-137449,30/06/2014,01/07/2014,First Class,307.314,3,0.3,-39.51
137449-10000780-4,CA-2014-137449,30/06/2014,01/07/2014,First Class,409.9992,3,0.32,-96.47
103520-10001846-9,CA-2014-103520,24/09/2014,26/09/2014,First Class,9.248,2,0.2,3.35
139283-10002049-1,CA-2011-139283,23/11/2011,27/11/2011,Standard Class,14.67,3,0,6.75
118192-10002947-3,CA-2011-118192,14/01/2011,19/01/2011,Standard Class,37.408,7,0.2,13.09
118192-10003476-3,CA-2011-118192,14/01/2011,19/01/2011,Standard Class,3.438,2,0.7,-2.52
168844-10002609-7,CA-2013-168844,01/06/2013,07/06/2013,Standard Class,7.152,3,0.2,2.32
168844-10003215-1,CA-2013-168844,01/06/2013,07/06/2013,Standard Class,179.7,6,0,88.05
154809-10004785-9,CA-2014-154809,14/02/2014,18/02/2014,Standard Class,90.64,8,0,38.98
151330-10000865-1,CA-2011-151330,14/10/2011,17/10/2011,First Class,177,3,0,30.09
151330-10000615-7,CA-2011-151330,14/10/2011,17/10/2011,First Class,79.45,7,0,22.25
151330-10000749-1,CA-2011-151330,14/10/2011,17/10/2011,First Class,1628.82,9,0,260.61
124702-10003553-1,CA-2011-124702,18/11/2011,25/11/2011,Standard Class,137.54,2,0,55.02
124702-10003008-7,CA-2011-124702,18/11/2011,25/11/2011,Standard Class,730.2,4,0,94.93
125808-10001846-1,US-2014-125808,13/11/2014,16/11/2014,Second Class,11.56,2,0,5.66
116638-10000198-4,CA-2012-116638,28/01/2012,31/01/2012,Second Class,4297.644,13,0.4,-1862.31
104563-10000390-2,CA-2011-104563,07/03/2011,12/03/2011,Standard Class,20.65,5,0,9.50
104563-10000934-2,CA-2011-104563,07/03/2011,12/03/2011,Standard Class,204.9,5,0,0.00
104563-10002780-4,CA-2011-104563,07/03/2011,12/03/2011,Standard Class,436.704,6,0.2,21.84
104563-10004495-4,CA-2011-104563,07/03/2011,12/03/2011,Standard Class,481.568,2,0.2,54.18
107979-10002006-8,US-2014-107979,09/06/2014,14/06/2014,Standard Class,89.544,7,0.2,12.31
107979-10002485-3,US-2014-107979,09/06/2014,14/06/2014,Standard Class,35.168,2,0.2,-8.35
107979-10000778-7,US-2014-107979,09/06/2014,14/06/2014,Standard Class,72.588,2,0.7,-48.39
150518-10000877-2,CA-2011-150518,19/11/2011,24/11/2011,Standard Class,221.16,4,0,57.50
150518-10002103-2,CA-2011-150518,19/11/2011,24/11/2011,Standard Class,281.97,3,0,78.95
107104-10002213-3,CA-2013-107104,27/11/2013,01/12/2013,Standard Class,3406.664,8,0.15,160.31
107104-10004269-3,CA-2013-107104,27/11/2013,01/12/2013,Standard Class,37.17,9,0,10.41
107104-10000055-6,CA-2013-107104,27/11/2013,01/12/2013,Standard Class,64.96,2,0,19.49
107104-10002937-5,CA-2013-107104,27/11/2013,01/12/2013,Standard Class,595.38,6,0,297.69
161893-10001874-9,CA-2014-161893,24/01/2014,28/01/2014,Standard Class,95.984,2,0.2,12.00
161893-10004506-4,CA-2014-161893,24/01/2014,28/01/2014,Standard Class,4.938,2,0.7,-3.62
156160-10001876-9,CA-2011-156160,22/09/2011,29/09/2011,Standard Class,97.44,3,0,35.08
156160-10003355-3,CA-2011-156160,22/09/2011,29/09/2011,Standard Class,3.984,1,0.2,1.39
156160-10003876-1,CA-2011-156160,22/09/2011,29/09/2011,Standard Class,13.04,4,0,5.74
156160-10004983-5,CA-2011-156160,22/09/2011,29/09/2011,Standard Class,579.528,4,0.1,83.71
100860-10001982-1,CA-2011-100860,26/03/2011,30/03/2011,Second Class,18.75,5,0,9.00
160717-10001459-3,CA-2013-160717,07/06/2013,12/06/2013,Standard Class,3023.928,9,0.2,226.79
160717-10002134-2,CA-2013-160717,07/06/2013,12/06/2013,Standard Class,26.96,2,0,3.77
160717-10001760-4,CA-2013-160717,07/06/2013,12/06/2013,Standard Class,477.6,3,0.2,161.19
132619-10001511-1,CA-2014-132619,01/09/2014,06/09/2014,Standard Class,193.95,3,0,9.70
120957-10003953-1,US-2012-120957,07/12/2012,07/12/2012,Same Day,12.96,2,0,6.22
157448-10003268-1,CA-2014-157448,17/11/2014,21/11/2014,Standard Class,119.94,3,0,23.99
157448-10001847-1,CA-2014-157448,17/11/2014,21/11/2014,Standard Class,12.42,3,0,4.47
126270-10002764-1,CA-2013-126270,24/04/2013,28/04/2013,Standard Class,18.088,7,0.2,6.56
126270-10004386-7,CA-2013-126270,24/04/2013,28/04/2013,Standard Class,71.97,3,0,35.99
145275-10001569-1,CA-2014-145275,03/04/2014,07/04/2014,Standard Class,14.94,3,0,6.87
133396-10001446-6,CA-2012-133396,13/08/2012,15/08/2012,First Class,64.68,7,0.2,8.09
140312-10003442-2,US-2014-140312,14/11/2014,20/11/2014,Standard Class,22,5,0.2,1.38
114867-10000477-7,CA-2013-114867,24/12/2013,29/12/2013,Standard Class,7.968,2,0.2,2.69
